Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Number of Black Carts Delivered,Current Activity,Most Recent Action,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,LoadWeight,LoadCapacity,Note
10/6/2017,Open - Dup,,17-06701645,Garbage Cart Black Maintenance/Replacement,,,,6419 N LEAVITT ST,60645,1160475.225,1942586.817,50,24,2,43,41.99841262,-87.6848845,"(41.99841261677744, -87.68488450254614)",46,50,FALSE
10/6/2017,Open,,17-06699506,Garbage Cart Black Maintenance/Replacement,,,,6511 N ALBANY AVE,60645,1154490.946,1943013.264,50,24,2,,41.99962486,-87.70687881,"(41.999624855969316, -87.70687880799804)",51,50,FALSE
10/6/2017,Open - Dup,,17-06706908,Garbage Cart Black Maintenance/Replacement,,,,6624 N ARTESIAN AVE,60645,1158783.5,1943895.787,50,24,2,,42.00211331,-87.69136383,"(42.00211331450079, -87.69136382769202)",10,50,TRUE
10/6/2017,Open,,17-06715238,Garbage Cart Black Maintenance/Replacement,,,,7139 N MELVINA AVE,60646,1134121.89,1947033.12,41,16,12,,42.01133316,-87.78174286,"(42.011333163927276, -87.78174286365198)",37,50,TRUE
10/6/2017,Open - Dup,,17-06708449,Garbage Cart Black Maintenance/Replacement,,,,7419 N OZARK AVE,60631,1123570.08,1948706.073,41,16,9,,42.01558475,-87.82050344,"(42.01558475287898, -87.82050344029649)",60,50,TRUE
10/6/2017,Open,,17-06703042,Garbage Cart Black Maintenance/Replacement,,,,7743 W JEROME ST,60631,1123640.322,1949475.75,41,16,9,,42.01763657,-87.82053722,"(42.01763656851575, -87.82053721566227)",43,50,TRUE
10/5/2017,Open,,17-06670913,Garbage Cart Black Maintenance/Replacement,,,,550 W 127TH ST,60628,1174866.84,1820653.68,9,5,53,,41.66335602,-87.63626447,"(41.66335601933478, -87.63626446967294)",64,50,FALSE
10/5/2017,Open,,17-06673348,Garbage Cart Black Maintenance/Replacement,,,,12549 S LOWE AVE,60628,1174263.437,1821663.347,9,5,53,,41.66549642,-87.63773498,"(41.665496424787825, -87.63773497751725)",32,50,TRUE
10/5/2017,Open,,17-06669765,Garbage Cart Black Maintenance/Replacement,,,,12508 S LOWE AVE,60628,1174254.437,1821937.447,9,5,53,,41.66661833,-87.63806768,"(41.666618328074186, -87.63806768121864)",13,50,FALSE
10/5/2017,Open,,17-06668037,Garbage Cart Black Maintenance/Replacement,,,,12156 S PARNELL AVE,60628,1174831.658,1824285.11,34,5,53,,41.67256714,-87.63586993,"(41.67256713724824, -87.63586992511769)",61,50,TRUE
10/5/2017,Open,,17-06673902,Garbage Cart Black Maintenance/Replacement,,,,12113 S LAFLIN ST,60643,1168522.878,1824404.929,34,5,53,,41.67349893,-87.65867704,"(41.67349892767553, -87.65867703636567)",40,50,TRUE
10/5/2017,Open - Dup,,17-06680430,Garbage Cart Black Maintenance/Replacement,,,,1708 W EDMAIRE ST,60643,1166981.408,1828872.766,34,22,75,,41.68603609,-87.66414551,"(41.68603608985062, -87.66414550829738)",36,50,TRUE
10/5/2017,Open,,17-06681085,Garbage Cart Black Maintenance/Replacement,,,,26 W 114TH PL,60628,1178107.267,1829049.232,34,5,49,,41.68632647,-87.6239441,"(41.686326469932055, -87.62394409913625)",30,50,FALSE
10/5/2017,Open - Dup,,17-06678197,Garbage Cart Black Maintenance/Replacement,,,,11350 S AVENUE H,60617,1202880.042,1830650.669,10,4,52,,41.6885204,-87.53301664,"(41.68852040480727, -87.53301664339403)",53,50,TRUE
10/5/2017,Open,,17-06685499,Garbage Cart Black Maintenance/Replacement,,,,2321 W 111TH PL,60643,1162868.618,1830605.095,19,22,75,,41.6907045,-87.67970761,"(41.690704495838034, -87.67970760657182)",21,50,FALSE
10/5/2017,Open,,17-06682431,Garbage Cart Black Maintenance/Replacement,,,,10959 S WALLACE ST,60628,1174257.294,1832206.477,34,22,49,,41.69432826,-87.63744406,"(41.69432826459869, -87.63744406429421)",44,50,TRUE
10/5/2017,Open,,17-06679293,Garbage Cart Black Maintenance/Replacement,,,,10440 S MILLARD AVE,60655,1153848.957,1835203.934,19,22,74,,41.70297999,-87.71237604,"(41.70297999414733, -87.71237603765087)",13,50,FALSE
10/5/2017,Open,,17-06669278,Garbage Cart Black Maintenance/Replacement,,,,10446 S GREEN ST,60643,1172494.669,1835570.118,34,22,73,,41.70369309,-87.64409536,"(41.70369309357327, -87.64409536045913)",21,50,FALSE
10/5/2017,Open,,17-06676388,Garbage Cart Black Maintenance/Replacement,,,,10327 S LAWNDALE AVE,60655,1153490.146,1835888.596,19,22,74,,41.70517848,-87.71339014,"(41.7051784849347, -87.71339014087981)",47,50,FALSE
10/5/2017,Open,,17-06673981,Garbage Cart Black Maintenance/Replacement,,,,1112 W 102ND ST,60643,1170657.553,1837167.414,34,22,73,,41.70877154,-87.65078673,"(41.70877154014164, -87.65078672694477)",1,50,TRUE
10/5/2017,Open,,17-06665284,Garbage Cart Black Maintenance/Replacement,,,,9817 S EMERALD AVE,60628,1173042.16,1839682.332,34,22,73,,41.71545784,-87.64169149,"(41.71545783984498, -87.64169148500359)",11,50,TRUE
10/5/2017,Open,,17-06674804,Garbage Cart Black Maintenance/Replacement,,,,9559 S LEAVITT ST,60643,1163379.227,1841214.67,19,22,72,4,41.7192826,-87.67702171,"(41.719282603848654, -87.67702171010443)",15,50,TRUE
10/5/2017,Open - Dup,,17-06672778,Garbage Cart Black Maintenance/Replacement,,,,532 E 93RD ST,60619,1181573.604,1843393.907,9,6,44,,41.72557596,-87.61033858,"(41.725575963977136, -87.61033858070222)",16,50,FALSE
10/5/2017,Open,,17-06677882,Garbage Cart Black Maintenance/Replacement,,,,9234 S JUSTINE ST,60620,1167624.249,1843487.824,21,22,73,69,41.72564353,-87.661711,"(41.72564353381413, -87.66171100269115)",7,50,FALSE
10/5/2017,Open,,17-06674870,Garbage Cart Black Maintenance/Replacement,,,,9147 S JEFFERY AVE,60617,1191107.487,1844711.562,7,4,48,,41.72837138,-87.57535666,"(41.72837137709724, -87.5753566617832)",61,50,TRUE
10/5/2017,Open,,17-06674875,Garbage Cart Black Maintenance/Replacement,,,,9147 S JEFFERY AVE,60617,1191107.487,1844711.562,7,4,48,,41.72837138,-87.57535666,"(41.72837137709724, -87.5753566617832)",34,50,TRUE
10/5/2017,Open,,17-06668968,Garbage Cart Black Maintenance/Replacement,,,,9111 S HALSTED ST,60620,1172575.567,1844435.274,21,22,73,,41.72839548,-87.64325638,"(41.728395479252065, -87.64325638116433)",38,50,TRUE
10/5/2017,Open,,17-06669462,Garbage Cart Black Maintenance/Replacement,,,,650 E 89TH PL,60619,1181805.139,1845767.299,6,6,44,,41.7321542,-87.60756179,"(41.732154196059575, -87.60756178726615)",28,50,FALSE
10/5/2017,Open,,17-06669458,Garbage Cart Black Maintenance/Replacement,,,,652 E 89TH PL,60619,1182152.238,1845777.542,6,6,44,,41.73215538,-87.60748664,"(41.732155384528234, -87.60748664141035)",31,50,FALSE
10/5/2017,Open,,17-06664661,Garbage Cart Black Maintenance/Replacement,,,,8730 S HALSTED ST,60620,1172503.261,1846923.526,21,22,71,,41.7349482,-87.64373127,"(41.734948199842556, -87.64373126642025)",62,50,TRUE
10/5/2017,Open,,17-06668829,Garbage Cart Black Maintenance/Replacement,,,,3725 W 85TH ST,60652,1153068.323,1847954.843,18,8,70,,41.73851585,-87.71512194,"(41.73851584974391, -87.71512193951855)",17,50,TRUE
10/5/2017,Open - Dup,,17-06669021,Garbage Cart Black Maintenance/Replacement,,,,8345 S KENNETH AVE,60652,1148208.05,1848750.156,18,8,70,,41.74059105,-87.73240565,"(41.74059105335255, -87.73240565277413)",40,50,TRUE
10/5/2017,Open,,17-06673211,Garbage Cart Black Maintenance/Replacement,,,,8416 S HONORE ST,60620,1165482.04,1848865.77,21,6,71,,41.7406256,-87.66940931,"(41.74062559968718, -87.66940930869568)",1,50,TRUE
10/5/2017,Open,,17-06662478,Garbage Cart Black Maintenance/Replacement,,,,8438 S EUCLID AVE,60617,1190656.86,1849410.048,8,4,45,,41.74133332,-87.5771536,"(41.74133332495632, -87.57715360228094)",7,50,TRUE
10/5/2017,Open,,17-06678674,Garbage Cart Black Maintenance/Replacement,,,,2137 E 83RD ST,60617,1191986.219,1850363.242,7,4,46,,41.7442756,-87.57197161,"(41.74427559619769, -87.57197161161561)",14,50,TRUE
10/5/2017,Open,,17-06671394,Garbage Cart Black Maintenance/Replacement,,,,8140 S MAPLEWOOD AVE,60652,1160781.346,1850464.17,18,8,70,,41.74515292,-87.68658922,"(41.74515291710065, -87.68658922160692)",25,50,FALSE
10/5/2017,Open,,17-06666164,Garbage Cart Black Maintenance/Replacement,,,,8125 S KENWOOD AVE,60619,1186620.228,1851384.831,8,4,45,,41.74700718,-87.59158751,"(41.747007180032796, -87.59158751318505)",39,50,TRUE
10/5/2017,Open - Dup,,17-06675370,Garbage Cart Black Maintenance/Replacement,,,,8047 S LAFLIN ST,60620,1167734.488,1851372.023,21,6,71,,41.74718199,-87.66078379,"(41.74718199266523, -87.66078379265952)",62,50,TRUE
10/5/2017,Open,,17-06677051,Garbage Cart Black Maintenance/Replacement,,,,8126 S SOUTH SHORE DR,60617,1198562.783,1851690.812,7,4,46,,41.74751522,-87.54811016,"(41.74751521990344, -87.54811015747195)",15,50,TRUE
10/5/2017,Open,,17-06666042,Garbage Cart Black Maintenance/Replacement,,,,8114 S OGLESBY AVE,60617,1193264.007,1851627.047,8,4,46,,41.74759066,-87.56753331,"(41.7475906602523, -87.56753330951285)",55,50,TRUE
10/5/2017,Open - Dup,,17-06670896,Garbage Cart Black Maintenance/Replacement,,,,8000 S FAIRFIELD AVE,60652,1159434.416,1851471.154,18,8,70,,41.7480588,-87.69150024,"(41.74805879703091, -87.69150024113547)",60,50,FALSE
10/5/2017,Open,,17-06679390,Garbage Cart Black Maintenance/Replacement,,,,2548 W 80TH ST,60652,1160680.191,1851506.11,18,8,70,,41.74832691,-87.68714666,"(41.74832691007267, -87.687146655119)",32,50,TRUE
10/5/2017,Open - Dup,,17-06678665,Garbage Cart Black Maintenance/Replacement,,,,8001 S SANGAMON ST,60620,1171365.479,1851779.544,21,6,71,,41.74867509,-87.64747937,"(41.7486750940099, -87.6474793650174)",3,50,FALSE
10/5/2017,Open,,17-06677397,Garbage Cart Black Maintenance/Replacement,,,,8001 S GREEN ST,60620,1172027.079,1851798.384,21,6,71,,41.74871252,-87.6450541,"(41.74871251874724, -87.64505409958474)",38,50,TRUE
10/5/2017,Open - Dup,,17-06669296,Garbage Cart Black Maintenance/Replacement,,,,7953 S STEWART AVE,60620,1174959.366,1852023.061,17,6,44,32,41.74913016,-87.63411129,"(41.74913015628293, -87.63411128614075)",16,50,TRUE
10/5/2017,Open - Dup,,17-06691630,Garbage Cart Black Maintenance/Replacement,,,,7935 S LOOMIS BLVD,60620,1168377.16,1852084.487,21,6,71,32,41.74934393,-87.6584147,"(41.749343926570575, -87.65841469706204)",37,50,TRUE
10/5/2017,Open - Dup,,17-06669569,Garbage Cart Black Maintenance/Replacement,,,,7982 S SOUTH CHICAGO AVE,60617,1188967.128,1852282.298,8,4,45,50,41.74960556,-87.58316272,"(41.74960555730124, -87.58316271641222)",61,50,FALSE
10/5/2017,Open,,17-06666679,Garbage Cart Black Maintenance/Replacement,,,,7843 S KENTON AVE,60652,1147101.8,1852166.42,18,8,70,,41.74983418,-87.73636568,"(41.74983418493156, -87.7363656814211)",11,50,TRUE
10/5/2017,Open,,17-06675112,Garbage Cart Black Maintenance/Replacement,,,,3751 W 78TH ST,60652,1152626.813,1852620.96,18,8,70,,41.75133405,-87.71633118,"(41.75133405499024, -87.71633117789214)",60,50,FALSE
10/5/2017,Open,,17-06679579,Garbage Cart Black Maintenance/Replacement,,,,7801 S KEDZIE AVE,60652,1156398.453,1852705.69,18,8,70,,41.75157592,-87.70229977,"(41.75157591897351, -87.70229977115753)",6,50,TRUE
10/5/2017,Open,,17-06678941,Garbage Cart Black Maintenance/Replacement,,,,7726 S INDIANA AVE,60619,1178931.973,1853828.468,6,6,69,,41.75385023,-87.61997723,"(41.75385023294547, -87.61997723473245)",40,50,TRUE
10/5/2017,Open - Dup,,17-06668432,Garbage Cart Black Maintenance/Replacement,,,,7706 S PAXTON AVE,60649,1192206.405,1854303.322,8,4,43,,41.75503834,-87.57132089,"(41.75503834221927, -87.57132089019498)",28,50,TRUE
10/5/2017,Open,,17-06677210,Garbage Cart Black Maintenance/Replacement,,,,7633 S DR MARTIN LUTHER KING JR DR,60619,1180228.233,1854487.114,6,6,69,,41.75559144,-87.61491379,"(41.75559143726755, -87.61491379141681)",50,50,FALSE
10/5/2017,Open - Dup,,17-06678356,Garbage Cart Black Maintenance/Replacement,,,,7341 S WASHTENAW AVE,60629,1159645.747,1855866.759,18,8,66,14,41.75968496,-87.69030063,"(41.75968496035031, -87.6903006288113)",53,50,FALSE
10/5/2017,Open - Dup,,17-06689145,Garbage Cart Black Maintenance/Replacement,,,,7407 S CONSTANCE AVE,60649,1189654.813,1856223.043,8,3,43,,41.76039044,-87.58031726,"(41.7603904353045, -87.58031726048463)",30,50,FALSE
10/5/2017,Open,,17-06675221,Garbage Cart Black Maintenance/Replacement,,,,1723 E 74TH ST,60649,1189069.72,1856256.226,8,3,43,,41.76051313,-87.58264845,"(41.7605131317281, -87.58264845000684)",1,50,FALSE
10/5/2017,Open,,17-06675128,Garbage Cart Black Maintenance/Replacement,,,,1745 E 74TH ST,60649,1189221.82,1856259.926,8,3,43,,41.76052539,-87.58178671,"(41.760525392663716, -87.58178670826722)",24,50,TRUE
10/5/2017,Completed - Dup,10/17/2017,17-06675560,Garbage Cart Black Maintenance/Replacement,,,,1204 E 73RD ST,60619,1185521.295,1856849.756,5,3,69,,41.76244883,-87.59555162,"(41.76244883121093, -87.59555161761071)",13,50,TRUE
10/5/2017,Open,,17-06668431,Garbage Cart Black Maintenance/Replacement,,,,7115 S SANGAMON ST,60621,1171204.011,1857654.888,6,7,68,,41.76466372,-87.64789198,"(41.764663724451346, -87.64789197991858)",32,50,TRUE
10/5/2017,Open,,17-06674541,Garbage Cart Black Maintenance/Replacement,,,,7004 S ARTESIAN AVE,60629,1161251.252,1858143.054,17,8,66,14,41.76629072,-87.68465623,"(41.76629072229537, -87.68465623413643)",55,50,TRUE
10/5/2017,Open,,17-06670358,Garbage Cart Black Maintenance/Replacement,,,,6751 S ELIZABETH ST,60636,1169152.791,1860009.877,17,7,67,,41.77081585,-87.65533723,"(41.7708158537659, -87.65533722630599)",40,50,FALSE
10/5/2017,Open - Dup,,17-06676615,Garbage Cart Black Maintenance/Replacement,,,,6649 S RHODES AVE,60637,1181046.694,1861044.67,20,3,42,,41.77340859,-87.61172114,"(41.77340859360314, -87.61172114328502)",62,50,FALSE
10/5/2017,Open - Dup,,17-06676912,Garbage Cart Black Maintenance/Replacement,,,,6439 S HERMITAGE AVE,60636,1165775.178,1861991.069,15,7,67,,41.77644285,-87.66766334,"(41.77644284757727, -87.66766334489357)",52,50,FALSE
10/5/2017,Open,,17-06673843,Garbage Cart Black Maintenance/Replacement,,,,6406 S SACRAMENTO AVE,60629,1157484.642,1862009.792,17,8,66,,41.77695971,-87.69835952,"(41.77695970651352, -87.69835952088116)",30,50,FALSE
10/5/2017,Open,,17-06680123,Garbage Cart Black Maintenance/Replacement,,,,6148 S KEDVALE AVE,60629,1149758.76,1863506.514,23,8,65,,41.78080516,-87.72663051,"(41.780805164530356, -87.72663050970755)",25,50,FALSE
10/5/2017,Open - Dup,,17-06667262,Garbage Cart Black Maintenance/Replacement,,,,6201 S THROOP ST,60636,1168690.355,1863622.33,16,7,67,,41.78123483,-87.65693884,"(41.78123483190259, -87.6569388370826)",19,50,FALSE
10/5/2017,Open,,17-06677846,Garbage Cart Black Maintenance/Replacement,,,,6127 S WASHTENAW AVE,60629,1159426.309,1863915.349,16,8,66,3,41.78197383,-87.69088819,"(41.78197382867812, -87.69088818787365)",12,50,FALSE
10/5/2017,Open - Dup,,17-06681916,Garbage Cart Black Maintenance/Replacement,,,,3912 W 61ST ST,60629,1151336.117,1863866.674,23,8,65,3,41.78243369,-87.72100892,"(41.78243368571875, -87.72100891646188)",64,50,FALSE
10/5/2017,Open,,17-06671447,Garbage Cart Black Maintenance/Replacement,,,,6120 S LOOMIS BLVD,60636,1168044.366,1864165.398,16,7,67,,41.78251966,-87.65958111,"(41.782519662745464, -87.65958111395676)",14,50,TRUE
10/5/2017,Open,,17-06666580,Garbage Cart Black Maintenance/Replacement,,,,6024 S KEELER AVE,60629,1149402.047,1864325.354,13,8,65,,41.78329443,-87.72792378,"(41.7832944256217, -87.72792377954522)",32,50,FALSE
10/5/2017,Open,,17-06687381,Garbage Cart Black Maintenance/Replacement,,,,2846 W 59TH ST,60629,1158313.709,1865394.084,16,8,63,59,41.78648667,-87.69546977,"(41.78648666983233, -87.69546977266138)",60,50,TRUE
10/5/2017,Open - Dup,,17-06676886,Garbage Cart Black Maintenance/Replacement,,,,5446 S NORDICA AVE,60638,1130297.716,1867645.753,23,8,56,,41.79258293,-87.79788897,"(41.79258292974444, -87.79788897146116)",51,50,FALSE
10/5/2017,Open,,17-06673333,Garbage Cart Black Maintenance/Replacement,,,,6306 S ARCHER AVE,60638,1135518.014,1867719.794,23,8,56,,41.79329315,-87.7787332,"(41.793293149005855, -87.77873319768702)",33,50,FALSE
10/5/2017,Open,,17-06667944,Garbage Cart Black Maintenance/Replacement,,,,5311 S KENNETH AVE,60632,1147597.074,1869025.581,23,8,62,,41.79641376,-87.73413287,"(41.79641375751856, -87.73413287264819)",52,50,TRUE
10/5/2017,Open - Dup,,17-06669632,Garbage Cart Black Maintenance/Replacement,,,,5438 S INGLESIDE AVE,60615,1183457.508,1869404.338,5,2,41,,41.79671592,-87.60291464,"(41.79671592003685, -87.60291464237143)",12,50,TRUE
10/5/2017,Completed,10/11/2017,17-06677953,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,5136 S LAWLER AVE,60638,1143562.919,1870097.56,14,8,56,,41.79912692,-87.74918589,"(41.79912692346305, -87.74918588845625)",7,50,TRUE
10/5/2017,Open,,17-06673634,Garbage Cart Black Maintenance/Replacement,,,,5026 S KILDARE AVE,60632,1148544.894,1870957.311,14,8,57,,41.80145903,-87.73089431,"(41.80145902868528, -87.73089431360047)",7,50,FALSE
10/5/2017,Open,,17-06670863,Garbage Cart Black Maintenance/Replacement,,,,4916 S MARSHFIELD AVE,60609,1166169.121,1872081.849,20,9,61,,41.80438206,-87.666224,"(41.80438205626884, -87.66622400487641)",39,50,TRUE
10/5/2017,Open,,17-06666262,Garbage Cart Black Maintenance/Replacement,,,,4741 S WABASH AVE,60615,1177514.348,1873607.763,3,2,38,56,41.80804318,-87.62427803,"(41.80804317827069, -87.62427803235298)",36,50,TRUE
10/5/2017,Open - Dup,,17-06684927,Garbage Cart Black Maintenance/Replacement,,,,4639 S KEDVALE AVE,60632,1149470.647,1873548.705,14,8,57,,41.80848788,-87.72713254,"(41.80848787977461, -87.7271325383625)",58,50,TRUE
10/5/2017,Completed,11/2/2017,17-06669469,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,4615 S EMERALD AVE,60609,1172074.507,1874265.188,11,9,61,,41.8102243,-87.64421553,"(41.81022429571436, -87.6442155324057)",15,50,FALSE
10/5/2017,Open,,17-06677149,Garbage Cart Black Maintenance/Replacement,,,,4533 S TROY ST,60632,1156128.664,1874411.556,14,9,58,,41.8107859,-87.70269505,"(41.81078589506898, -87.70269504810727)",38,50,FALSE
10/5/2017,Open,,17-06676885,Garbage Cart Black Maintenance/Replacement,,,,4448 S LAWLER AVE,60638,1143441.752,1874669.867,22,8,56,,41.81156439,-87.74952577,"(41.811564386437354, -87.74952576636527)",56,50,TRUE
10/5/2017,Open,,17-06673532,Garbage Cart Black Maintenance/Replacement,,,,539 W 45TH ST,60609,1173449.811,1875079.117,11,9,61,,41.8125162,-87.63989275,"(41.81251619728182, -87.63989274528795)",43,50,TRUE
10/5/2017,Open,,17-06668654,Garbage Cart Black Maintenance/Replacement,,,,444 W 43RD PL,60609,1173907.074,1876091.58,11,9,61,,41.81551243,-87.63777207,"(41.81551243472004, -87.63777207177313)",51,50,TRUE
10/5/2017,Open,,17-06668274,Garbage Cart Black Maintenance/Replacement,,,,452 E 42ND ST,60653,1180028.92,1877256.131,3,2,38,,41.81858154,-87.61455974,"(41.81858154499129, -87.61455974097443)",22,50,FALSE
10/5/2017,Open,,17-06673357,Garbage Cart Black Maintenance/Replacement,,,,3109 W PERSHING RD,60632,1156268.531,1878589.751,12,9,58,,41.82251689,-87.70242635,"(41.8225168943718, -87.702426353578)",20,50,TRUE
10/5/2017,Completed - Dup,10/17/2017,17-06679283,Garbage Cart Black Maintenance/Replacement,,,,3720 S HONORE ST,60609,1164632.187,1880030.006,12,9,59,,41.82612098,-87.67164548,"(41.82612098057178, -87.67164548222979)",65,50,FALSE
10/5/2017,Open,,17-06668702,Garbage Cart Black Maintenance/Replacement,,,,3726 S NORMAL AVE,60609,1173574.607,1880126.07,11,9,60,,41.82639156,-87.63883841,"(41.82639155514368, -87.63883840768257)",7,50,TRUE
10/5/2017,Open,,17-06670344,Garbage Cart Black Maintenance/Replacement,,,,3707 S WABASH AVE,60653,1177336.746,1880412.837,3,2,35,,41.82714625,-87.62473313,"(41.827146254409406, -87.62473313316501)",41,50,FALSE
10/5/2017,Completed,10/17/2017,17-06678613,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,3604 S WASHTENAW AVE,60632,1158952.826,1880637.454,12,9,58,,41.82813121,-87.69246656,"(41.82813120513069, -87.69246655733478)",1,50,FALSE
10/5/2017,Open,,17-06674750,Garbage Cart Black Maintenance/Replacement,,,,3325 S ARTESIAN AVE,60608,1160496.8,1882521.4,25,9,59,,41.83305175,-87.68624502,"(41.83305174561579, -87.686245017285)",8,50,TRUE
10/5/2017,Open,,17-06668750,Garbage Cart Black Maintenance/Replacement,,,,3241 S UNION AVE,60616,1172161.483,1883400.34,11,9,60,,41.83503366,-87.64362319,"(41.835033658531984, -87.64362318881965)",52,50,FALSE
10/5/2017,Completed,11/2/2017,17-06670548,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,3229 S WALLACE ST,60616,1172821.91,1883497.66,11,9,60,,41.83540448,-87.64119666,"(41.8354044814656, -87.64119665907675)",10,50,TRUE
10/5/2017,Open,,17-06687462,Garbage Cart Black Maintenance/Replacement,,,,2621 S KEDVALE AVE,60623,1149138.36,1886256.841,22,10,30,25,41.84354299,-87.72803342,"(41.843542985757395, -87.72803341593735)",36,50,TRUE
10/5/2017,Open,,17-06668052,Garbage Cart Black Maintenance/Replacement,,,,2328 S WESTERN AVE,60608,1160736.754,1888392.5,25,10,31,,41.84934776,-87.6857081,"(41.84934776288898, -87.68570810222964)",41,50,TRUE
10/5/2017,Open,,17-06666916,Garbage Cart Black Maintenance/Replacement,,,,2246 S HAMLIN AVE,60623,1151398.865,1888554.268,22,10,30,,41.85011048,-87.71997809,"(41.85011047575431, -87.71997809238758)",44,50,FALSE
10/5/2017,Open,,17-06668293,Garbage Cart Black Maintenance/Replacement,,,,2247 S BELL AVE,60608,1161717.97,1889048.434,25,10,31,,41.85070096,-87.68178195,"(41.85070096260142, -87.68178195442466)",31,50,TRUE
10/5/2017,Open,,17-06668265,Garbage Cart Black Maintenance/Replacement,,,,3841 W CERMAK RD,60623,1151005.534,1889105.02,22,10,30,,41.85148202,-87.72142424,"(41.851482019863646, -87.72142424223378)",47,50,FALSE
10/5/2017,Open,,17-06676843,Garbage Cart Black Maintenance/Replacement,,,,1932 W 21ST PL,60608,1163820.307,1889755.211,25,12,31,,41.85322121,-87.67475973,"(41.85322121325049, -87.67475973489685)",50,50,FALSE
10/5/2017,Open - Dup,,17-06680288,Garbage Cart Black Maintenance/Replacement,,,,2928 W POLK ST,60612,1156972.62,1896230.769,28,11,27,,41.87113363,-87.69966292,"(41.87113363355708, -87.69966291527537)",63,50,TRUE
10/5/2017,Open - Dup,,17-06671656,Garbage Cart Black Maintenance/Replacement,,,,5546 W JACKSON BLVD,60644,1139545.895,1898122.402,29,15,25,,41.8766612,-87.76354281,"(41.87666120289262, -87.763542809908)",43,50,TRUE
10/5/2017,Open - Dup,,17-06665761,Garbage Cart Black Maintenance/Replacement,,,,3461 W ADAMS ST,60624,1153315.147,1898857.052,28,11,27,,41.87818919,-87.71331244,"(41.87818919333923, -87.71331244029528)",4,50,FALSE
10/5/2017,Open,,17-06676191,Garbage Cart Black Maintenance/Replacement,,,,2658 W ADAMS ST,60612,1158681.285,1898922.835,27,11,27,,41.87848215,-87.6936012,"(41.87848214759875, -87.69360120042559)",55,50,TRUE
10/5/2017,Completed,10/23/2017,17-06672939,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,117 S PARKSIDE AVE,60644,1138628.814,1898964.886,29,15,25,,41.87860696,-87.76628192,"(41.87860695827522, -87.7662819152176)",40,50,FALSE
10/5/2017,Open - Dup,,17-06668593,Garbage Cart Black Maintenance/Replacement,,,,3910 W WILCOX ST,60624,1150348.607,1899050.635,28,11,26,,41.87900456,-87.72366926,"(41.879004564385596, -87.72366925590585)",40,50,FALSE
10/5/2017,Open - Dup,,17-06680549,Garbage Cart Black Maintenance/Replacement,,,,2747 W WARREN BLVD,60612,1158060.08,1900239.014,27,12,27,,41.88188761,-87.69574802,"(41.88188760758783, -87.69574801578565)",4,50,FALSE
10/5/2017,Open,,17-06674944,Garbage Cart Black Maintenance/Replacement,,,,2032 W SUPERIOR ST,60612,1162723.375,1904932.43,1,12,24,29,41.89488948,-87.6783593,"(41.89488948004538, -87.67835930367488)",65,50,FALSE
10/5/2017,Open - Dup,,17-06671400,Garbage Cart Black Maintenance/Replacement,,,,839 N MENARD AVE,60651,1137540.56,1905121.17,29,15,25,,41.89597238,-87.77015391,"(41.895972378728025, -87.77015391443798)",37,50,TRUE
10/5/2017,Open - Dup,,17-06685295,Garbage Cart Black Maintenance/Replacement,,,,814 N MAPLEWOOD AVE,60622,1159252.09,1905334.177,26,12,24,,41.8961893,-87.69070017,"(41.896189296403534, -87.6907001717465)",26,50,FALSE
10/5/2017,Open,,17-06682557,Garbage Cart Black Maintenance/Replacement,,,,835 N TRUMBULL AVE,60651,1153226.81,1905354.114,27,11,23,63,41.89654983,-87.71254239,"(41.89654982721035, -87.71254238950715)",59,50,FALSE
10/5/2017,Open - Dup,,17-06668823,Garbage Cart Black Maintenance/Replacement,,,,1456 W AUGUSTA BLVD,60642,1166500.039,1906775.09,2,12,24,29,41.89986226,-87.66461538,"(41.89986225978978, -87.66461538230908)",9,50,TRUE
10/5/2017,Open,,17-06689135,Garbage Cart Black Maintenance/Replacement,,,,1034 N KINGSBURY ST,60610,1171597.025,1906946.111,27,18,8,,41.90040818,-87.64556407,"(41.90040818406245, -87.64556407294458)",58,50,TRUE
10/5/2017,Open,,17-06674922,Garbage Cart Black Maintenance/Replacement,,,,4455 W HADDON AVE,60651,1146459.033,1907284.55,37,11,23,,41.90144286,-87.73829839,"(41.901442857947245, -87.73829839238738)",33,50,TRUE
10/5/2017,Completed,10/23/2017,17-06678219,Garbage Cart Black Maintenance/Replacement,3,Dispatch Crew,Cart Approved - Delivered,2629 W CRYSTAL ST,60622,1158644.898,1908224.24,26,14,24,,41.90379187,-87.69316911,"(41.903791867251954, -87.69316910520884)",42,50,FALSE
